"asin","fnsku","product-name","fulfillment-center","country-code","longest-side","median-side","shortest-side","measurement-units","weight","weight-units","item-volume","volume-units","product-size-tier","average-quantity-on-hand","average-quantity-pending-removal","estimated-total-item-volume","month-of-charge","storage-rate","currency","estimated-monthly-storage-fee","dangerous-goods-storage-type","eligible-for-inventory-discount","qualifies-for-inventory-discount",Account,Country,Reference
"B07S8CVKT3","X0026P07J7","Bamboo Odor Eliminator Bags (8 Pack), Bamboo Charcoal Air Purifying Bag w/Hooks, Closet Dehumidifier, Car Scent Freshener, Gym Bag Deodorizer, Shoe Odor Eliminators, 200g & 50g Bamboo Deodorizer Bags","MSP1","US","12.99","9.49","3.31","inches","2.60","pounds","0.2359","cubic feet","Standard-Size","31.83","0.00","7.5101","2019-09","0.69","USD","5.1809","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S7DW59Z","X0026Q33PV","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","MSP1","US","10.20","8.50","2.91","inches","1.37","pounds","0.1462","cubic feet","Standard-Size","29.43","0.00","4.3031","2019-09","0.69","USD","2.9691","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S8CVKT3","X0026P07J7","Bamboo Odor Eliminator Bags (8 Pack), Bamboo Charcoal Air Purifying Bag w/Hooks, Closet Dehumidifier, Car Scent Freshener, Gym Bag Deodorizer, Shoe Odor Eliminators, 200g & 50g Bamboo Deodorizer Bags","CLE3","US","12.99","9.49","3.31","inches","2.60","pounds","0.2359","cubic feet","Standard-Size","0.80","0.00","0.1887","2019-09","0.69","USD","0.1302","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S9G4HBQ","X0026SO4NJ","Activated Bamboo Charcoal Bags (9-Pack) Bundle, Air Purifying Bags for Home & Car, Moisture Remover & Air Purifier Bags, Green Charcoal Deodorizer Bags, 50-g, 100-g, and 60-g Charcoal Odor Absorbers","CLE3","US","11.61","10.12","2.28","inches","1.61","pounds","0.1553","cubic feet","Standard-Size","1.60","0.00","0.2485","2019-09","0.69","USD","0.1698","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S9G4HBQ","X0026SO4NJ","Activated Bamboo Charcoal Bags (9-Pack) Bundle, Air Purifying Bags for Home & Car, Moisture Remover & Air Purifier Bags, Green Charcoal Deodorizer Bags, 50-g, 100-g, and 60-g Charcoal Odor Absorbers","JAX2","US","11.61","10.12","2.28","inches","1.61","pounds","0.1553","cubic feet","Standard-Size","28.30","0.00","4.3947","2019-09","0.69","USD","3.0323","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S7DW59Z","X0026Q33PV","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","JAX2","US","10.20","8.50","2.91","inches","1.37","pounds","0.1462","cubic feet","Standard-Size","93.10","0.00","13.6110","2019-09","0.69","USD","9.3916","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S8CVKT3","X0026P07J7","Bamboo Odor Eliminator Bags (8 Pack), Bamboo Charcoal Air Purifying Bag w/Hooks, Closet Dehumidifier, Car Scent Freshener, Gym Bag Deodorizer, Shoe Odor Eliminators, 200g & 50g Bamboo Deodorizer Bags","JAX2","US","12.99","9.49","3.31","inches","2.60","pounds","0.2359","cubic feet","Standard-Size","95.50","0.00","22.5304","2019-09","0.69","USD","15.5465","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B0765YF3QP","X00249N7SX","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","JAX2","US","8.60","4.70","2.50","inches","1.35","pounds","0.0585","cubic feet","Standard-Size","0.73","0.00","0.0429","2019-09","0.69","USD","0.0296","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B06Y5LXR9V","B06Y5LXR9V","Activated Charcoal Odor Absorber Bags (3-Pack), Bamboo Charcoal Room Deodorizer, Natural Odor Eliminator, Car Odor Absorbing Bags, Charcoal Bamboo Air Purifying Bag, All-Natural Moisture Absorber Bags","IND1","US","12.20","8.70","2.00","inches","2.10","pounds","0.1228","cubic feet","Standard-Size","0.10","0.00","0.0123","2019-09","0.69","USD","0.0085","--","false","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B0765YF3QP","X00249N7SX","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","IND1","US","8.60","4.70","2.50","inches","1.35","pounds","0.0585","cubic feet","Standard-Size","0.07","0.00","0.0039","2019-09","0.69","USD","0.0027","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07KM4CXGM","X001YBX223","Cushion Foam Sheet and Pouch Variety Bundle Pack (60 Pack), Packing Supplies for Moving, Wrapping Dishes, Glasses, Furniture Legs","IND1","US","12.40","12.20","4.90","inches","0.53","pounds","0.4290","cubic feet","Standard-Size","646.40","0.00","277.2906","2019-09","0.69","USD","191.3271","--","false","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S8CVKT3","X0026P07J7","Bamboo Odor Eliminator Bags (8 Pack), Bamboo Charcoal Air Purifying Bag w/Hooks, Closet Dehumidifier, Car Scent Freshener, Gym Bag Deodorizer, Shoe Odor Eliminators, 200g & 50g Bamboo Deodorizer Bags","IND1","US","12.99","9.49","3.31","inches","2.60","pounds","0.2359","cubic feet","Standard-Size","0.60","0.00","0.1416","2019-09","0.69","USD","0.0977","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S7DW59Z","X0026Q33PV","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","IND1","US","10.20","8.50","2.91","inches","1.37","pounds","0.1462","cubic feet","Standard-Size","0.83","0.00","0.1218","2019-09","0.69","USD","0.0841","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S9G4HBQ","X0026SO4NJ","Activated Bamboo Charcoal Bags (9-Pack) Bundle, Air Purifying Bags for Home & Car, Moisture Remover & Air Purifier Bags, Green Charcoal Deodorizer Bags, 50-g, 100-g, and 60-g Charcoal Odor Absorbers","LAX9","US","11.61","10.12","2.28","inches","1.61","pounds","0.1553","cubic feet","Standard-Size","2.03","0.00","0.3158","2019-09","0.69","USD","0.2179","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S8CVKT3","X0026P07J7","Bamboo Odor Eliminator Bags (8 Pack), Bamboo Charcoal Air Purifying Bag w/Hooks, Closet Dehumidifier, Car Scent Freshener, Gym Bag Deodorizer, Shoe Odor Eliminators, 200g & 50g Bamboo Deodorizer Bags","LAX9","US","12.99","9.49","3.31","inches","2.60","pounds","0.2359","cubic feet","Standard-Size","2.07","0.00","0.4876","2019-09","0.69","USD","0.3364","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S7DW59Z","X0026Q33PV","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","LAX9","US","10.20","8.50","2.91","inches","1.37","pounds","0.1462","cubic feet","Standard-Size","8.60","0.00","1.2573","2019-09","0.69","USD","0.8657","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B06Y5LXR9V","B06Y5LXR9V","Activated Charcoal Odor Absorber Bags (3-Pack), Bamboo Charcoal Room Deodorizer, Natural Odor Eliminator, Car Odor Absorbing Bags, Charcoal Bamboo Air Purifying Bag, All-Natural Moisture Absorber Bags","FAT1","US","12.20","8.70","2.00","inches","2.10","pounds","0.1228","cubic feet","Standard-Size","0.10","0.00","0.0123","2019-09","0.69","USD","0.0085","--","false","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S8CVKT3","X0026P07J7","Bamboo Odor Eliminator Bags (8 Pack), Bamboo Charcoal Air Purifying Bag w/Hooks, Closet Dehumidifier, Car Scent Freshener, Gym Bag Deodorizer, Shoe Odor Eliminators, 200g & 50g Bamboo Deodorizer Bags","FAT1","US","12.99","9.49","3.31","inches","2.60","pounds","0.2359","cubic feet","Standard-Size","79.63","0.00","18.7871","2019-09","0.69","USD","12.9588","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S9G4HBQ","X0026SO4NJ","Activated Bamboo Charcoal Bags (9-Pack) Bundle, Air Purifying Bags for Home & Car, Moisture Remover & Air Purifier Bags, Green Charcoal Deodorizer Bags, 50-g, 100-g, and 60-g Charcoal Odor Absorbers","FAT1","US","11.61","10.12","2.28","inches","1.61","pounds","0.1553","cubic feet","Standard-Size","72.83","0.00","11.3102","2019-09","0.69","USD","7.8040","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S7DW59Z","X0026Q33PV","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","FAT1","US","10.20","8.50","2.91","inches","1.37","pounds","0.1462","cubic feet","Standard-Size","51.73","0.00","7.5633","2019-09","0.69","USD","5.2187","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B0765YF3QP","X00249N7SX","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","LAS7","US","8.60","4.70","2.50","inches","1.35","pounds","0.0585","cubic feet","Standard-Size","1.10","0.00","0.0643","2019-09","0.69","USD","0.0400","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S7DW59Z","X0026Q33PV","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","BDL3","US","10.20","8.50","2.91","inches","1.37","pounds","0.1462","cubic feet","Standard-Size","95.63","0.00","13.9814","2019-09","0.69","USD","9.6471","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S8CVKT3","X0026P07J7","Bamboo Odor Eliminator Bags (8 Pack), Bamboo Charcoal Air Purifying Bag w/Hooks, Closet Dehumidifier, Car Scent Freshener, Gym Bag Deodorizer, Shoe Odor Eliminators, 200g & 50g Bamboo Deodorizer Bags","BDL3","US","12.99","9.49","3.31","inches","2.60","pounds","0.2359","cubic feet","Standard-Size","95.17","0.00","22.4518","2019-09","0.69","USD","15.4893","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S9G4HBQ","X0026SO4NJ","Activated Bamboo Charcoal Bags (9-Pack) Bundle, Air Purifying Bags for Home & Car, Moisture Remover & Air Purifier Bags, Green Charcoal Deodorizer Bags, 50-g, 100-g, and 60-g Charcoal Odor Absorbers","BDL3","US","11.61","10.12","2.28","inches","1.61","pounds","0.1553","cubic feet","Standard-Size","1.90","0.00","0.2950","2019-09","0.69","USD","0.2036","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
