"asin","fnsku","product-name","fulfillment-center","country-code","longest-side","median-side","shortest-side","measurement-units","weight","weight-units","item-volume","volume-units","product-size-tier","average-quantity-on-hand","average-quantity-pending-removal","estimated-total-item-volume","month-of-charge","storage-rate","currency","estimated-monthly-storage-fee","dangerous-goods-storage-type","eligible-for-inventory-discount","qualifies-for-inventory-discount",Account,Country,Reference
"B07S7DW59Z","X0026Q33PV","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","SAT2","US","10.20","8.50","2.91","inches","1.37","pounds","0.1462","cubic feet","Standard-Size","0.17","0.00","0.0244","2019-09","0.69","USD","0.0148","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07PLC3MY5","X00239LSIZ","Hermosa Beauty Eyebrow Hair Remover, Portable Eyebrow Trimmer, Eyebrow Epilator, Battery-operated Eyebrow Razor, Electric Hair Remover for Brows, Rose Gold Eyebrow Shaper","SAT2","US","8.66","3.70","1.97","inches","0.17","pounds","0.0365","cubic feet","Standard-Size","7.17","6.93","0.0085","2019-09","0.69","USD","0.0052","--","false","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S7DW59Z","X0026Q33PV","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","HOU2","US","10.20","8.50","2.91","inches","1.37","pounds","0.1462","cubic feet","Standard-Size","51.70","0.00","7.5584","2019-09","0.69","USD","5.2153","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S9G4HBQ","X0026SO4NJ","Activated Bamboo Charcoal Bags (9-Pack) Bundle, Air Purifying Bags for Home & Car, Moisture Remover & Air Purifier Bags, Green Charcoal Deodorizer Bags, 50-g, 100-g, and 60-g Charcoal Odor Absorbers","HOU2","US","11.61","10.12","2.28","inches","1.61","pounds","0.1553","cubic feet","Standard-Size","142.20","0.00","22.0820","2019-09","0.69","USD","15.2328","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B0765YF3QP","X00249N7SX","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","HOU2","US","8.60","4.70","2.50","inches","1.35","pounds","0.0585","cubic feet","Standard-Size","1.93","0.00","0.1131","2019-09","0.69","USD","0.0780","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S8CVKT3","X0026P07J7","Bamboo Odor Eliminator Bags (8 Pack), Bamboo Charcoal Air Purifying Bag w/Hooks, Closet Dehumidifier, Car Scent Freshener, Gym Bag Deodorizer, Shoe Odor Eliminators, 200g & 50g Bamboo Deodorizer Bags","HOU2","US","12.99","9.49","3.31","inches","2.60","pounds","0.2359","cubic feet","Standard-Size","57.40","0.00","13.5418","2019-09","0.69","USD","9.3439","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S7DW59Z","X0026Q33PV","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","SDF8","US","10.20","8.50","2.91","inches","1.37","pounds","0.1462","cubic feet","Standard-Size","0.23","0.00","0.0341","2019-09","0.69","USD","0.0200","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S9G4HBQ","X0026SO4NJ","Activated Bamboo Charcoal Bags (9-Pack) Bundle, Air Purifying Bags for Home & Car, Moisture Remover & Air Purifier Bags, Green Charcoal Deodorizer Bags, 50-g, 100-g, and 60-g Charcoal Odor Absorbers","LGA9","US","11.61","10.12","2.28","inches","1.61","pounds","0.1553","cubic feet","Standard-Size","125.97","0.00","19.5611","2019-09","0.69","USD","13.5009","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07PLC3MY5","X00239LSIZ","Hermosa Beauty Eyebrow Hair Remover, Portable Eyebrow Trimmer, Eyebrow Epilator, Battery-operated Eyebrow Razor, Electric Hair Remover for Brows, Rose Gold Eyebrow Shaper","LGA9","US","8.66","3.70","1.97","inches","0.17","pounds","0.0365","cubic feet","Standard-Size","0.27","0.07","0.0073","2019-09","0.69","USD","0.0050","--","false","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S7DW59Z","X0026Q33PV","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","LGA9","US","10.20","8.50","2.91","inches","1.37","pounds","0.1462","cubic feet","Standard-Size","39.83","0.00","5.8235","2019-09","0.69","USD","4.0182","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S8CVKT3","X0026P07J7","Bamboo Odor Eliminator Bags (8 Pack), Bamboo Charcoal Air Purifying Bag w/Hooks, Closet Dehumidifier, Car Scent Freshener, Gym Bag Deodorizer, Shoe Odor Eliminators, 200g & 50g Bamboo Deodorizer Bags","LGA9","US","12.99","9.49","3.31","inches","2.60","pounds","0.2359","cubic feet","Standard-Size","45.43","0.00","10.7186","2019-09","0.69","USD","7.3959","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S7DW59Z","X0026Q33PV","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","IND5","US","10.20","8.50","2.91","inches","1.37","pounds","0.1462","cubic feet","Standard-Size","0.13","0.00","0.0195","2019-09","0.69","USD","0.0100","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S8CVKT3","X0026P07J7","Bamboo Odor Eliminator Bags (8 Pack), Bamboo Charcoal Air Purifying Bag w/Hooks, Closet Dehumidifier, Car Scent Freshener, Gym Bag Deodorizer, Shoe Odor Eliminators, 200g & 50g Bamboo Deodorizer Bags","MCO1","US","12.99","9.49","3.31","inches","2.60","pounds","0.2359","cubic feet","Standard-Size","27.20","0.00","6.4170","2019-09","0.69","USD","4.4249","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B01LXWVOTY","B01LXWVOTY","Cushion Foam Sheets (50 Count), 12x12 Foam Wrap Sheets for Moving Supplies, Packing Wrap for Moving, China Wrapping, Glassware Storage, Furniture Edge Protection, Thick Cushion Foam Packing Material","MCO1","US","12.52","12.28","5.35","inches","0.50","pounds","0.4760","cubic feet","Standard-Size","8.00","0.00","3.8081","2019-09","0.69","USD","2.6276","--","false","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B06Y5LXR9V","B06Y5LXR9V","Activated Charcoal Odor Absorber Bags (3-Pack), Bamboo Charcoal Room Deodorizer, Natural Odor Eliminator, Car Odor Absorbing Bags, Charcoal Bamboo Air Purifying Bag, All-Natural Moisture Absorber Bags","MCO1","US","12.20","8.70","2.00","inches","2.10","pounds","0.1228","cubic feet","Standard-Size","0.07","0.00","0.0082","2019-09","0.69","USD","0.0057","--","false","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B0765YF3QP","X00249N7SX","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","MCO1","US","8.60","4.70","2.50","inches","1.35","pounds","0.0585","cubic feet","Standard-Size","0.53","0.00","0.0312","2019-09","0.69","USD","0.0215","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S7DW59Z","X0026Q33PV","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","MCO1","US","10.20","8.50","2.91","inches","1.37","pounds","0.1462","cubic feet","Standard-Size","23.20","0.00","3.3918","2019-09","0.69","USD","2.3403","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B0765YF3QP","X00249N7SX","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","MDW7","US","8.60","4.70","2.50","inches","1.35","pounds","0.0585","cubic feet","Standard-Size","0.33","0.00","0.0195","2019-09","0.69","USD","0.0134","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S7DW59Z","X0026Q33PV","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","MDW7","US","10.20","8.50","2.91","inches","1.37","pounds","0.1462","cubic feet","Standard-Size","47.33","0.00","6.9200","2019-09","0.69","USD","4.7748","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S8CVKT3","X0026P07J7","Bamboo Odor Eliminator Bags (8 Pack), Bamboo Charcoal Air Purifying Bag w/Hooks, Closet Dehumidifier, Car Scent Freshener, Gym Bag Deodorizer, Shoe Odor Eliminators, 200g & 50g Bamboo Deodorizer Bags","MDW7","US","12.99","9.49","3.31","inches","2.60","pounds","0.2359","cubic feet","Standard-Size","68.00","0.00","16.0426","2019-09","0.69","USD","11.0676","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S9G4HBQ","X0026SO4NJ","Activated Bamboo Charcoal Bags (9-Pack) Bundle, Air Purifying Bags for Home & Car, Moisture Remover & Air Purifier Bags, Green Charcoal Deodorizer Bags, 50-g, 100-g, and 60-g Charcoal Odor Absorbers","MDW7","US","11.61","10.12","2.28","inches","1.61","pounds","0.1553","cubic feet","Standard-Size","88.70","0.00","13.7741","2019-09","0.69","USD","9.5041","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B06Y5LXR9V","B06Y5LXR9V","Activated Charcoal Odor Absorber Bags (3-Pack), Bamboo Charcoal Room Deodorizer, Natural Odor Eliminator, Car Odor Absorbing Bags, Charcoal Bamboo Air Purifying Bag, All-Natural Moisture Absorber Bags","CMH1","US","12.20","8.70","2.00","inches","2.10","pounds","0.1228","cubic feet","Standard-Size","0.13","0.00","0.0164","2019-09","0.69","USD","0.0113","--","false","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B07S9G4HBQ","X0026SO4NJ","Activated Bamboo Charcoal Bags (9-Pack) Bundle, Air Purifying Bags for Home & Car, Moisture Remover & Air Purifier Bags, Green Charcoal Deodorizer Bags, 50-g, 100-g, and 60-g Charcoal Odor Absorbers","CMH1","US","11.61","10.12","2.28","inches","1.61","pounds","0.1553","cubic feet","Standard-Size","126.97","0.00","19.7164","2019-09","0.69","USD","13.6022","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
"B0765YF3QP","X00249N7SX","Bamboo Charcoal Air Purifying Bag (5 Pack) Bundle, Natural Air Fresheners & Odor Eliminators for Home, Bad Air Deodorizer, Closet Freshener, Fridge Deodorizer, Car Air Purifier, Shoe Odor Eliminator","CMH1","US","8.60","4.70","2.50","inches","1.35","pounds","0.0585","cubic feet","Standard-Size","2.77","0.00","0.1618","2019-09","0.69","USD","0.1116","--","true","false",Meal Prep Haven,US,https://sellercentral.amazon.com/gp/ssof/reports/search.html#orderAscending=&recordType=STORAGE_FEE_CHARGES&noResultType=&merchantSku=&fnSku=&FnSkuXORMSku=&reimbursementId=&orderId=&genericOrderId=&asin=&lpn=&shipmentId=&problemType=ALL_DEFECT_TYPES&hazmatStatus=&inventoryEventTransactionType=&fulfillmentCenterId=&transactionItemId=&inventoryAdjustmentReasonGroup=&eventDateOption=1&fromDate=mm%2Fdd%2Fyyyy&toDate=mm%2Fdd%2Fyyyy&startDate=&endDate=&fromMonth=1&fromYear=2019&toMonth=1&toYear=2019&startMonth=&startYear=&endMonth=&endYear=&specificMonth=1&specificYear=2019
